Item Classification,Item Type,Item ID,Item ID,SOP# or item shortname convention,Course Title (include Site),Revision Number,"Revision Date
(dd/mmm/yyyy)",Course Description,Domain,Assignment Type,"Approval Date 
(dd/mmm/yyyy)",Item Category,Item Sub-type,Version,Initial Number,Initial Period,Initial Basis,Content Item Link,Content Item ID,Status Check - AB,
Online,Document (DOC),LSG-BED-4366659,LSG-BED-4366659,4366659,"4366659 PROC, 4374624 PROCESSING (PPA MA Sites)",E,20-Jan-25,Procedure for Bulk NA Star Solid formulation,BED,Required (REQ),1/20/2025,LSG (LSG),Standard Operating Procedure,E,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4366659;pOrgId=300000001488573,LSG-BED-4366659-C01,Current,
Online,Document (DOC),LSG-BED-4366660,LSG-BED-4366660,4366660,"4366660 PROC, T4140 PROCESSING & PACKAGING - SC NA-Star (PPA MA Sites)",G,23-Aug-24,Batch record for SC NA-Star 10mM in 50mM Carbonate Buffer,BED,Required (REQ),8/23/2024,LSG (LSG),Standard Operating Procedure,G,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4366660;pOrgId=300000001488573,LSG-BED-4366660-C01,Current,
Online,Document (DOC),LSG-BED-4366703,LSG-BED-4366703,4366703,"4366703 PROC, POP-7 29 mL (P/N 4363929) (PPA MA Sites)",K,19-Nov-24,Batch record for POP-7 29 mL (P/N 4363929),BED,Required (REQ),11/19/2024,LSG (LSG),Standard Operating Procedure,K,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4366703;pOrgId=300000001488573,LSG-BED-4366703-C01,Current,
Online,Document (DOC),LSG-BED-4367481,LSG-BED-4367481,4367481,"4367481 FORM, A50 ELISA CONTROL DATA SHEET (PPA MA Sites)",B,5-Nov-24,Refer to SOP 3330 for further details on form use.,BED,Required (REQ),11/5/2024,LSG (LSG),Standard Operating Procedure,B,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4367481;pOrgId=300000001488573,LSG-BED-4367481-C01,Current,
Online,Document (DOC),LSG-BED-4367538,LSG-BED-4367538,4367538,4367538 ACCUMET AP75 CONDUCTIVITY METER (PPA MA Sites),A2,10-Sep-20,"This procedure describes the operation, maintenance and calibration of the accumet AP75A Conductivity Meter.",BED,Required (REQ),9/10/2020,LSG (LSG),Standard Operating Procedure,A2,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4367538,LSG-BED-4367538-C01,Current,
Online,Document (DOC),LSG-BED-4368683,LSG-BED-4368683,4368683,"4368683 PROC,POP POLYMER SAMPLE PLATES (PPA MA Sites)",K,3-Sep-24,"This SOP describes the procedure followed when preparing sequencing sample plates used for POP Polymer functional testing.

The procedure should be followed when preparing sample plates as a part of the Product Test protocol to determine batch acceptability (with comparison to appropriate specifications sheets and Incoming Material Specification).",BED,Required (REQ),9/3/2024,LSG (LSG),Standard Operating Procedure,K,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4368683;pOrgId=300000001488573,LSG-BED-4368683-C01,Current,
Online,Document (DOC),LSG-BED-4369489,LSG-BED-4369489,4369489,4369489 POROS MABCAPTURE A PROCESS FLOW DIAG (PPA MA Sites),D1,6-Aug-20,Process flow diagram for all A450 products,BED,Required (REQ),8/6/2020,LSG (LSG),Standard Operating Procedure,D1,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4369489,LSG-BED-4369489-C01,Current,
Online,Document (DOC),LSG-BED-4369515,LSG-BED-4369515,4369515,"4369515 PROC, POROS EP450 COATING (20 KG) (PPA MA Sites)",T,27-Jun-25,Batch record for POROS EP450 Coating 20 Kg (P/N 4369512),BED,Required (REQ),6/27/2025,LSG (LSG),Standard Operating Procedure,T,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4369515;pOrgId=300000001488573,LSG-BED-4369515-C01,Updated,
Online,Document (DOC),LSG-BED-4369517,LSG-BED-4369517,4369517,4369517 POROS 50 R4 POLYMERIZATION 300 GAL (PPA MA Sites),V,3-Oct-25,R450 Batch Record,BED,Required (REQ),10/3/2025,LSG (LSG),Standard Operating Procedure,V,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4369517;pOrgId=300000001488573,LSG-BED-4369517-C01,Current,
Online,Document (DOC),LSG-BED-4369532,LSG-BED-4369532,4369532,4369532 A450 Processing (PPA MA Sites),J1,31-Mar-22,Batch record for POROS A450 coupling 2.5Kg (P/N 4375596 and 4370241),BED,Required (REQ),3/31/2022,LSG (LSG),Standard Operating Procedure,J1,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4369532,LSG-BED-4369532-C01,Current,
Online,Document (DOC),LSG-BED-4369572,LSG-BED-4369572,4369572,"4369572 PROC, FACILITY CLEANING 2 PRESTON CT (PPA MA Sites)",J2,8-Feb-23,"The purpose of this Standard Operating Procedure (SOP) is to define the cleaning procedures
and materials used for cleaning the facility and equipment associated with the POROS, Pilot
Plant, BDX, and Small Scale manufacturing areas in the facility at 2 Preston Court, Bedford, MA.",BED,Required (REQ),2/8/2023,LSG (LSG),Standard Operating Procedure,J2,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4369572,LSG-BED-4369572-C01,Current,
Online,Document (DOC),LSG-BED-4371133,LSG-BED-4371133,4371133,4371133 LUMINOSKAN ASCENT MAINTENANCE & CAL (PPA MA Sites),C,14-Feb-25,"This SOP details the procedures used to maintain and calibrate the Luminoskan Ascent used at the Bedford facilities.

This procedure covers all Luminoskan Ascents in the manufacture and testing of products made in the Bedford facilities.",BED,Required (REQ),2/14/2025,LSG (LSG),Standard Operating Procedure,C,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4371133;pOrgId=300000001488573,LSG-BED-4371133-C01,Updated,
Online,Document (DOC),LSG-BED-4371392,LSG-BED-4371392,4371392,4371392 BIOBURDEN DETERMINATION POROS & POLYMERS (PPA MA Sites),V,17-Nov-25,"This SOP details the steps to follow when sampling POROS media or Synthesis Polymers for the determination of microbial contamination.

This procedure is to be performed by qualified Quality Control personnel whenever sampling and shipping of POROS media or Synthesis Polymers, for the determination of microbial contamination is required. Testing of Bioburden is to be completed by ATS (formerly MicroTest) or another qualified, external vendor.",BED,Required (REQ),11/17/2025,LSG (LSG),Standard Operating Procedure,V,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4371392;pOrgId=300000001488573,LSG-BED-4371392-C01,Updated,
Online,Document (DOC),LSG-BED-4374323,LSG-BED-4374323,4374323,"4374323 QCM, CL SUBSTRATES & ENHANCER REAGENTS (PPA MA Sites)",R,23-Feb-24,"This SOP details the qualifying assessment of the Chemiluminescent Polymers, Enhancers, Substrate Concentrates, RTU (Ready-To-Use) Substrate Formulations and RTU Substrate/Enhancer Formulations.

This procedure is to be used by qualified Product Test personnel whenever analysis of
Chemiluminescent Polymers, Enhancers, Substrate Concentrates, RTU Substrate Formulations or RTU Substrate/Enhancer Formulations is required.",BED,Required (REQ),2/23/2024,LSG (LSG),Standard Operating Procedure,R,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4374323,LSG-BED-4374323-C01,Current,
Online,Document (DOC),LSG-BED-4374462,LSG-BED-4374462,4374462,"4374462 PROC, 4374345 PROCESSING - NA-Star bottling (PPA MA Sites)",C,31-Mar-25,Bottling procedure for NA-Star Assay Buffer,BED,Required (REQ),3/31/2025,LSG (LSG),Standard Operating Procedure,C,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4374462;pOrgId=300000001488573,LSG-BED-4374462-C01,Updated,
Online,Document (DOC),LSG-BED-4374465,LSG-BED-4374465,4374465,"4374465 PROC, 4374348 PACKAGING - NA-Star Flu (PPA MA Sites)",F,31-Mar-25,Procedure for NA-Star Flu surveillance assay kit,BED,Required (REQ),3/31/2025,LSG (LSG),Standard Operating Procedure,F,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4374465;pOrgId=300000001488573,LSG-BED-4374465-C01,Updated,
Online,Document (DOC),LSG-BED-4374690,LSG-BED-4374690,4374690,"4374690 QCM, cAMP-SCREEN/cAMP-SCREEN DIRECT (PPA MA Sites)",F1,10-Aug-22,"This SOP details the qualifying assessment of the cAMP-Screen or cAMP-Screen Direct product line.

This procedure is to be used by qualified Product Test personnel whenever analysis of cAMPScreen or cAMP-Screen Direct components is required.",BED,Required (REQ),8/10/2022,LSG (LSG),Standard Operating Procedure,F1,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4374690,LSG-BED-4374690-C01,Current,
Online,Document (DOC),LSG-BED-4374772,LSG-BED-4374772,4374772,"4374772 PROC, T4136 FORMULATION - cAMP Screen anti-cAMP (PPA MA Sites)",B,4-Dec-20,Procedure for cAMP-Screen anti-cAMP antibody solution formulation,BED,Required (REQ),12/4/2020,LSG (LSG),Standard Operating Procedure,B,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4374772,LSG-BED-4374772-C01,Current,
Online,Document (DOC),LSG-BED-4374931,LSG-BED-4374931,4374931,4374931 CAMP-SCREEN ASSAY DATA ANALYSIS TEMPLATE (PPA MA Sites),D1,10-Aug-22,Data sheet. Refer to SOP 4374690,BED,Required (REQ),8/10/2022,LSG (LSG),Standard Operating Procedure,D1,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4374931,LSG-BED-4374931-C01,Current,
Online,Document (DOC),LSG-BED-4375348,LSG-BED-4375348,4375348,"4375348 FORM, DEG450-DEG CONC BY RI (PPA MA Sites)",E,23-Oct-24,Calculation worksheet for DEG concentration by RI,BED,Required (REQ),10/23/2024,LSG (LSG),Standard Operating Procedure,E,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4375348;pOrgId=300000001488573,LSG-BED-4375348-C01,Current,
Online,Document (DOC),LSG-BED-4375349,LSG-BED-4375349,4375349,"4375349 FORM, EP450-TPTGE CONC BY RI (PPA MA Sites)",E,23-Oct-24,Calculation worksheet for determining EP450 TPTGE concentration by RI,BED,Required (REQ),10/23/2024,LSG (LSG),Standard Operating Procedure,E,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4375349;pOrgId=300000001488573,LSG-BED-4375349-C01,Current,
Online,Document (DOC),LSG-BED-4375453,LSG-BED-4375453,4375453,"4375453 QCM, NA-STAR ASSAY (PPA MA Sites)",D,14-Feb-25,"This SOP details the qualifying assessment of the NA-Star product line.

This procedure is to be used by qualified Quality Control personnel whenever analysis of NA-Star substrate or other related components is required.",BED,Required (REQ),2/14/2025,LSG (LSG),Standard Operating Procedure,D,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4375453;pOrgId=300000001488573,LSG-BED-4375453-C01,Updated,
Online,Document (DOC),LSG-BED-4375962,LSG-BED-4375962,4375962,"4375962 SOP,EHS CONFINED SPACE SAFETY (PPA MA Sites)",M,13-Dec-24,"This document describes the procedure for safe entry into, and work in, confined spaces.

This procedure covers the identification of confined spaces and the permit requirements, protective measures and actions necessary to enter permit-required confined spaces.",BED,Required (REQ),12/13/2024,LSG (LSG),Standard Operating Procedure,M,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4375962;pOrgId=300000001488573,LSG-BED-4375962-C01,Current,
Online,Document (DOC),LSG-BED-4375963,LSG-BED-4375963,4375963,"4375963 SOP,EHS HOT WORK PERMITS (PPA MA Sites)",J,4-Oct-24,"This document describes the procedure to be used by Life Technologies staff and
Contractors to authorize and monitor hot work activities.

This procedure applies to all Life Technologies Massachusetts facilities.

This procedure applies to hot work activities conducted by Life Technologies staff and Contractors at Life Technologies Massachusetts, U.S. sites.",BED,Required (REQ),10/4/2024,LSG (LSG),Standard Operating Procedure,J,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4375963;pOrgId=300000001488573,LSG-BED-4375963-C01,Current,
Online,Document (DOC),LSG-BED-4375964,LSG-BED-4375964,4375964,"4375964 SOP,EHS LOCKOUT/TAGOUT (PPA MA Sites)",L,4-Oct-24,"This document describes the procedure for ensuring the sites meet the requirements of the Companys standard for Lockout/Tagout.

This procedure covers the identification of equipment with hazardous energy sources and employees authorized to perform work on them, using lockout/tagout procedures. It includes the preparation of equipment-specific procedures, training of authorized and affected employees, and managing contractors who perform lockout/tagout tasks. Finally, this procedure covers lockout/tagout work that is performed by groups of authorized employees or spans multiple work shifts.",BED,Required (REQ),10/4/2024,LSG (LSG),Standard Operating Procedure,L,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4375964;pOrgId=300000001488573,LSG-BED-4375964-C01,Current,
Online,Document (DOC),LSG-BED-4375998,LSG-BED-4375998,4375998,4375998 BEDFORD GEL ICE/DRY ICE/AMBIENT SHIPPING (PPA MA Sites),J,27-May-25,"To document and provide ambient & cold chain packaging guidelines for Bedford and Framingham distribution centers.

This applies to Bedford and Framingham distribution centers which use insulated shippers to ship temperature controlled products, and ambient room temperature products.",BED,Required (REQ),5/27/2025,LSG (LSG),Standard Operating Procedure,J,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4375998;pOrgId=300000001488573,LSG-BED-4375998-C01,Updated,
Online,Document (DOC),LSG-BED-4376722,LSG-BED-4376722,4376722,"4376722 PROC, 4376488 PROCESSING - SAM (PPA MA Sites)",M,19-Nov-24,Batch record for SAM processing (P/N 4376488),BED,Required (REQ),11/19/2024,LSG (LSG),Standard Operating Procedure,M,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4376722;pOrgId=300000001488573,LSG-BED-4376722-C01,Current,
Online,Document (DOC),LSG-BED-4376724,LSG-BED-4376724,4376724,"4376724 PROC, 4376489/4376490 PROCESSING - PAO/PCH (PPA MA Sites)",F,2-Oct-23,Batch record for Screening of Powdex Resin (PAO P/N 4376489 or PCH P/N 4376490),BED,Required (REQ),10/2/2023,LSG (LSG),Standard Operating Procedure,F,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4376724,LSG-BED-4376724-C01,Current,
Online,Document (DOC),LSG-BED-4376725,LSG-BED-4376725,4376725,"4376725 PROC, 4376491 PROCESSING - XTERM (PPA MA Sites)",X,11-Sep-25,Batch record for XTERMINATOR processing (P/N 4376491),BED,Required (REQ),9/11/2025,LSG (LSG),Standard Operating Procedure,X,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4376725;pOrgId=300000001488573,LSG-BED-4376725-C01,Current,
Online,Document (DOC),LSG-BED-4376726,LSG-BED-4376726,4376726,"4376726 FILLING, LABELING, PKG OF XTERM SOLUTION (PPA MA Sites)",S,23-Oct-24,"Batch record for filling, labeling, and packaging of Xterminator Solution",BED,Required (REQ),10/23/2024,LSG (LSG),Standard Operating Procedure,S,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4376726;pOrgId=300000001488573,LSG-BED-4376726-C01,Current,
Online,Document (DOC),LSG-BED-4376771,LSG-BED-4376771,4376771,"4376771 PROC, 100G GLASS LINED REACTOR - V-1320 (PPA MA Sites)",E,19-Nov-24,"The purpose of this procedure is to describe the steps necessary for the operation and cleaning of the 100 gallon glass lined reactor labeled as V-1320.

This procedure applies whenever the 100 gallon glass lined reactor is used. This document should be utilized by qualified production personnel.",BED,Required (REQ),11/19/2024,LSG (LSG),Standard Operating Procedure,E,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4376771;pOrgId=300000001488573,LSG-BED-4376771-C01,Current,
Online,Document (DOC),LSG-BED-4376772,LSG-BED-4376772,4376772,"4376772 PROC, 200G GLASS LINED REACTOR - V-1300 (PPA MA Sites)",D04,28-May-24,"The purpose of this procedure is to describe the steps necessary for the operation and cleaning of the 200 gallon glass lined reactor.

This procedure applies whenever the 200 gallon glass lined reactors are used. This document should be utilized by qualified production personnel.",BED,Required (REQ),5/28/2024,LSG (LSG),Standard Operating Procedure,D04,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4376772;pOrgId=300000001488573,LSG-BED-4376772-C01,Current,
Online,Document (DOC),LSG-BED-4376773,LSG-BED-4376773,4376773,"4376773 PROC, 0.5M2 SS STIRRED VESSEL - V-1450 (PPA MA Sites)",C,14-Apr-25,"The purpose of this Unit Operating Procedure is to define the steps that must be carried out for the operation of the Stainless Steel Stirred Process Vessel, also called 0.5micron stainless steel Nutsche.

This procedure covers all process operations of the vessel including cleaning. These operations are utilized in the manufacture of Novus.",BED,Required (REQ),4/14/2025,LSG (LSG),Standard Operating Procedure,C,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4376773;pOrgId=300000001488573,LSG-BED-4376773-C01,Updated,
Online,Document (DOC),LSG-BED-4376774,LSG-BED-4376774,4376774,"4376774 PROC, PASA PREP TANK (V-1460) (PPA MA Sites)",A2,25-Jan-23,"The purpose of this document is to define the procedure required to operate and clean the PASA Prep Tank identified with tag number V-1460

This procedure covers all unit operations of the PASA Prep Tank (V-1460). This procedure applies whenever the PASA Prep tank is used. This document should be utilized by qualified production personnel",BED,Required (REQ),1/25/2023,LSG (LSG),Standard Operating Procedure,A2,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4376774,LSG-BED-4376774-C01,Current,
Online,Document (DOC),LSG-BED-4376775,LSG-BED-4376775,4376775,"4376775 PROC, NOVUS FILL VESSEL (V-1470) (PPA MA Sites)",F,17-Dec-24,"The purpose of this document is to define the procedure required to operate and clean the vessel identified with tag number V-1470.

This procedure covers all unit operations of the Novus fill vessel (V-1470). This procedure applies whenever the vessel is used. This document should be utilized by qualified production personnel",BED,Required (REQ),12/17/2024,LSG (LSG),Standard Operating Procedure,F,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4376775;pOrgId=300000001488573,LSG-BED-4376775-C01,Current,
Online,Document (DOC),LSG-BED-4377276,LSG-BED-4377276,4377276,"4377276 FORM, 1M2 STERI NUTSCHE CLEANING SHEET (PPA MA Sites)",M00,22-May-24,cleaning sheet for V-2430,BED,Required (REQ),5/22/2024,LSG (LSG),Standard Operating Procedure,M00,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=4377276;pOrgId=300000001488573,LSG-BED-4377276-C01,Current,
Online,Document (DOC),LSG-BED-4377463,LSG-BED-4377463,4377463,"4377463 PROC, 101 MOVEMENT INTO IM & WM QC (PPA MA Sites)",F4,9-Mar-24,"Receiving purchase order materials into Quality Control storage locations in SAP.

- 101 Goods receipt for purchase order into warehouse/stores.
- 102 Goods receipt for purchase order into warehouse - reversal.
- 103 Goods receipt for purchase order into GR blocked stock.",BED,Required (REQ),3/9/2024,LSG (LSG),Standard Operating Procedure,F4,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:4377463,LSG-BED-4377463-C01,Current,
