Curriculum ID,Curriculum Title,Security Domain,Curriculum Type,Basis Date,Subsequent Failures Reset Curriculum Status,Active,Curriculum Description
CUR-LSG-BED-QA-0010,Non-Conforming Material (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0011,Customer Controlled Property (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0012,QA New Employee (Bedford QA),BED,,,No,Yes,"QA employee onboarding trainings
"
CUR-LSG-BED-QA-0013,Onboarding Vendor/Contractor GDP (Bedford QA),BED,,,No,Yes,"Training resources for those onboarding vendors or contractors (non-Thermo Fisher employees) completing customer facing documentation for qualification/validation or service.
"
CUR-LSG-BED-QA-0014,Trackwise Approver (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0015,Trackwise: View Only (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0016,Trackwise Regulatory (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0017,Trackwise Planner (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0018,Trackwise Originator (Bedford QA),BED,,,No,Yes,"Self-assign the trackwise collection listed in requirements. When requesting access from Global IT ticket system, be sure to include a screen shot of the completion(s) from both Success Factors and Training Tracker.
"
CUR-LSG-BED-QA-0019,Trackwise Super User (Bedford QA),BED,,,No,Yes,"This training is only for those that will be approving access to Trackwise for site system users. Trackwise collection listed in requirements. When requesting access from Global IT ticket system, be sure to include a screen shot of the completion(s) from Success Factors.
"
CUR-LSG-BED-QA-0020,"Trackwise Quality, RA/QA, Process Owner (Bedford QA)",BED,,,No,Yes,"Trackwise collection listed in requirements. When requesting access from Global IT ticket system, be sure to include a screen shot of the completion(s) from Success Factors.
"
CUR-LSG-BED-QA-0021,Reprocessing Procedure (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0022,Deviation Management (Lead Investigator) (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"This training focuses on investigative process from identification of problem through close of verification of effectivity, with emphasis on Root Cause Analysis (RCA) through use of the RCA Toolkit.  Attendees will ideally have previously obtained “Process Owner” access in Trackwise and be familiar with Agile documents SOP0015206, SOP0015207, & SOP150015208.  Completion of the training allows the “Process Owner” to serve as Lead Investigator for medium and high risk PRs in Trackwise.
"
CUR-LSG-BED-QA-0023,Alternative Product Disposition (Bedford QA),BED,,,No,Yes,"Training applies to reprocessing/rework of manufactured intermediates or final products within the Purification (PUR) Network.
"
CUR-LSG-BED-QA-0024,Recall/Reporting (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0025,CAPA Awareness (Bedford QA),BED,,,No,Yes,"Training required for all Trackwise users within BPG. Available for all employees wanting to learn more about CAPA. 'CAPA for Everyone' training module is a pre-requisite for the completion of the 'Introduction to CAPA' module. Use links to access trainings in Thermo University.
"
CUR-LSG-BED-QA-0026,CAPA for Leaders (Bedford QA),BED,,,No,Yes,"Training required for all BPG Management teams. Use link to access Thermo University online training for completion. Training time is approximately 30 minutes.
"
CUR-LSG-BED-QA-0027,KPI Database (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0028,Lead Auditor (Bedford QA),BED,,,No,Yes,"Course can be taken thru BSI. Requires Internal Auditor training and experience prior to taking.
"
CUR-LSG-BED-QA-0029,Internal Audits (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0030,External Audit Support - Hosting (Bedford QA),BED,,,No,Yes,"Training to cover all responsibilities of hosting support in a customer audit - tours, procedures, quality systems knowledge, agenda, recording items of note, SME identification, etc.
"
CUR-LSG-BED-QA-0031,External Audit Support - PR Management (Bedford QA),BED,,,No,Yes,"Creating and tracking resolution of each audit observation and finding in Trackwise system and writing finding response report.
"
CUR-LSG-BED-QA-0032,Making Quality Personal (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0033,Kneat: System Admin (Bedford QA),BED,,,No,Yes,"""•View all documents and document templates in their assigned workspace(s)
•Review/approve any document that has been assigned to them. 
•Create, modify, and delete un-approved folders and documents within their assigned workspace(s). 
•Create, modify, and, delete un-approved templates and properties.
•View the global system audit trail and create, modify, and retire user accounts.""
"
CUR-LSG-BED-QA-0034,Level 1 - Kneat: Review & Approval (Bedford QA),BED,,,No,Yes,"""Level 1 training includes: 
•	Overview of the Kneat Software Workspace
•	Review Process
•	Approval Process
•	Guidance & Training Resources - Reference Documents and Video Modules.""
"
CUR-LSG-BED-QA-0035,Level 2 - Kneat: Protocol Generation and Execution (Bedford QA),BED,,,No,Yes,"""Level 2 – Part A: 
•	Kneat Qualification Folder & Document Components
•	Initiating a Validation Project in the Workspace
•	Creating & Editing a Document
•	Protocol Generation
•	Protocol Review and Approval Process
•	Guidance & Training Resources-
Reference Documents and Video Modules
Level 2 -Part B:
•	Execution a Test Document
•	Adding attachments
•	Signing in-line steps
•	Add Deviation
•	Create DAF in the workspace
•	Guidance and Training Resources- Reference Documents and Video Modules""
"
CUR-LSG-BED-QA-0036,Level 3 - Kneat: Power User (Bedford QA),BED,,,No,Yes,"""•	How to create a document template
•	How to create an approval template
•	Kneat properties (library and system properties)
•	How to review a document template
•	How to associate an approval template with a document template
•	How to send a document template for approval
•	How to approve a document template
•	How to update a template to the next revision
•	How to associate an issue template with a document type
•	How to review and approve the section group template (test cases)
•	How to use a document template and section group template
•	How to create specific test cases for validation/qualification activity (equipment qualification log)
•	How to update object templates and objects with an updated view
•	How to update a document template with a new view
•	How to create a discipline map""
"
CUR-LSG-BED-QA-0037,ECR Change Management Process Overview (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"High level overview of SOP 100070521
"
CUR-LSG-BED-QA-0038,Quality System Manual Documents (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0039,Annual Quality Review Refresher (Bedford QA),BED,,,No,Yes,"Bedford employees (with exception to finance, product management, R&D, EHS and marketing) are required to participate in the annual quality review refresher training. doc#100066317
"
CUR-LSG-BED-QA-0040,Lab Notebooks (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,
CUR-LSG-BED-QA-0041,Line Clearance (Bedford QA),BED,,,No,Yes,"OJT Training should begin with overview from QA representative and cover all manufacturing area expectations across Bedford, Chelmsford and Framingham prior to being signed off.
"
CUR-LSG-BED-QA-0042,Label Reconciliation (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,
CUR-LSG-BED-QA-0043,Product Labeling Governance (Bedford QA),BED,,,No,Yes,"Overview of how product labels are managed from New Product Introduction through standard production across the Purification Network. Training applies to QA site leads.
"
CUR-LSG-BED-QA-0044,Batch Record Review for QA (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Training will consists of review process, documentation practices, expectations, how to handle various findings as well as the material disposition and labeling requirements (SAP transaction and labeling tasks for product release) upon batch record review completion."
CUR-LSG-BED-QA-0045,Master Batch Record Secondary Verification (Bedford QA),BED,,,No,Yes,"Training to consist of how to verify that all applicable information on 8-00114-70-0695 (Quality Assurance Material Disposition Form) is correct, accurate, and aligns with cGDP requirements. This is covered under the Master Batch Record Review training and this requirement will only be utilized as a separate OJT for those needing to support secondary verification either prior to training to full review process or where only supporting secondary verification is in scope."
CUR-LSG-BED-QA-0046,cGDP and ALCOA Refresher Training (Bedford QA),BED,,,No,Yes,Review of current good documentation and ALCOA practices. Reference document 4474385.
CUR-LSG-BED-QA-0047,COA Training (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0048,SAP System for Doc Control (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0049,Product Quality Review (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0050,Purchasing Process (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0051,PCP (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0052,Raw Material/OEM Change Eval Process (Bedford QA),BED,,,No,Yes,"This procedure includes the requirements for raw material and OEM’s change evaluation process.  The procedure describes how to manage raw material changes driven by the suppliers or by internal procurement and the includes the change evaluation criteria.
"
CUR-LSG-BED-QA-0053,Calibration (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0054,Customer Questionnaires (Bedford QA),BED,,,No,Yes,
CUR-LSG-BED-QA-0055,BPG CAPA System (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,Training requirements per BPG for root cause/lead deviation investigators.
CUR-LSG-BED-QA-0056,Certified Root Cause Investigator - Class Only (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,This sub-curricula should only be assigned for general root cause investigators (NOT for Deviation Lead Investigators)
CUR-LSG-BED-QA-0057,Management Review (Bedford and Chelmsford QA),BED,,,No,Yes,"This training applies to all required, backup and optional attendees of the Management Review meeting. This meeting ensures the continued suitability, adequacy, and effectiveness of the Quality Management System (QMS) in support of regulatory requirements, the quality policy, and quality objectives. At minimum, attendance is to inlcude Site Directors, Quality Managers, Quality Rep, Procurement, and HR. Optional attendees include MSAT Manager, Director of Quality, Network QA Manager, Facilities Managers, Planning Manager, QC Manager and EHS Manager."
CUR-LSG-BED-QA-0058,Purification NPIs – Core and Extended Team (Bedford and Chelmsford QA),BED,,,No,Yes,"The logic, terminology, and processes in PCP. 
"
CUR-LSG-BED-QA-0059,Out of Specification Test Result Investigation (Bedford and Chelmsford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"This sub-curricula is for additional supportive training for understanding key terms and procedure for conducting out of spec test result investigation as well as who is responsible (Deviation Lead Investigators)
"
CUR-LSG-BED-QA-0060,Purification Material Assessment (Bedford and Chelmsford QA),BED,,,No,Yes,"Guidance regarding the use of the BioPhorum-Raw Material Assessment Tool, roles and responsibilities, and recommended workflow for assessment of critical materials during the PCP process for new bioproduction products. This is tied to requirements for a corporate quality process that needs to be implemented. It is a risk assessment for critical raw materials – will need procurement, supplier quality, quality, regulatory, product management, and R&D input. 
"
CUR-LSG-BED-QA-5001,QA Operations Curriculum (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Batch record review, secondary review, COA, line clearance, label reconciliation and material dispositioning and labeling (part of batch record review process training)."
CUR-LSG-BED-QA-5003,Internal Audit Team Curriculum (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Curriculum covers required training for internal audit team members. This curriculum must be requested and approved by the QA internal audit team leads for assignment.
"
CUR-LSG-BED-QA-5004,Lead Internal Auditor Curriculum (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Curriculum covers required training for lead internal audit team members. Basic internal audit training with experience is required before moving forward to complete and have role of lead internal auditor. This curriculum must be requested and approved by the QA internal audit team leads for assignment.
"
CUR-LSG-BED-QA-5006,QA Site Leads Curriculum (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Collection of trainings required for QA site lead review. 
"
CUR-LSG-BED-QA-5007,Deviation Management Lead Investigators Curriculum (Bedford QA),BED,,,No,Yes,"Curriculum is required for all lead investigators for deviations - both planned and unplanned PRs. Scope of training includes BPG CAPA academy, root cause investigator classroom training, and Trackwise training."
CUR-LSG-BED-QA-5008,General Root Cause Investigator Curriculum (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,Curriculum is optional for those that would like exposure to root cause investigator toolset (See CUR-LSG-BED-QA-5007 for assignment to Deviation Lead Investigators). May be required for special project assignment per Manager.
CUR-LSG-BED-QA-5010,Purification NPIs Curriculum (Bedford QA),BED,,,No,Yes,"Curriculum covers logic, terminology and processes in PCP applicable to the PPA purification teams at the Bedford/Chelmsford locations. PCP 2.0 Core Curriculum is a prerequisite for PCP 2.0 Supplemental Procedures for RUO and Product Commercialization Process 2.0 Swimlane"
CUR-LSG-BED-QA-5011,QA Customer Communicatons Curriculum (Bedford QA),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,"Curriculum is required for QA Customer Communications team manager but may be optional for team members depending on role and responsibilities. 
"
CUR-LSG-BED-QC-0001,Contract Lab Sample Submission (Bedford QC),BED,,,No,Yes,"Training will cover how samples are sent out to contract lab facilities for testing. This will include the determination of testing required and test facility, preparation of samples, and data analysis."
CUR-LSG-BED-QC-0002,35W Finished Good Inspection (Bedford QC),BED,,,No,Yes,"Training to cover finished goods inspection process and requirements specific to location.
"
CUR-LSG-BED-QC-0003,2P and 220 Mill Finished Good Inspection (Bedford QC),BED,,,No,Yes,Training to cover finished goods inspection process and requirements specific to location - covers both 2 Preston Court and 220 Mill Rd locations for POROS production.
CUR-LSG-BED-QC-0004,Agilent HPLC Operation (Bedford QC),BED,,,No,Yes,R&A of Operation of Agilent 1100 HPLC (4479761) and OJT. OJT is conducted alongside testing using the HPLC and includes software functions and hardware familiarization. Assign as a co-req for all tests run on system.
CUR-LSG-BED-QC-0005,Basewashing QC (Bedford QC),BED,,,No,Yes,"R&A of Glassware & Nalgene Container Cleaning with NaOH (BED7029) and BASEWASH AND RINSING GLASSWARE/EQUIPMENT FORM (8-0085-70-0395), as well as OJT. OJT includes creating base wash solution, washing applicable glassware with base, rinsing of applicable glassware, and the proper recording of all required information on the applicable form."
CUR-LSG-BED-QC-0006,BCA Coupled Protein Test (Bedford QC),BED,,,No,Yes,"In this training the step for measuring the amount of protein immobilized on a coupled affinity resin with the Bicinchoninic Acid (BCA) assay are covered for the affinity resins- ClusterinClear, FcXP and AAV8/AAV9/AAVX using UV spectrophotometer."
CUR-LSG-BED-QC-0007,BCA Coupled Protein Test for C1-inh (Bedford QC),BED,,,No,Yes,In this training the step for measuring the amount of protein immobilized on a coupled affinity resin with the Bicinchoninic Acid (BCA) assay are covered for the affinity resin C1-inh using nanodrop
CUR-LSG-BED-QC-0008,BDX % Solids (Bedford QC),BED,,,No,Yes,Consists of running test triplicate for BDX Xterm
CUR-LSG-BED-QC-0009,BDX Functional Testing (Bedford QC),BED,,,No,Yes,"Training includes R&A of PROC, TEST BD XTERMINATOR/SAM 3130XL GA and hands on OJT.  OJT will include an introduction to the 3130xl Genetic Analyzer/software including proper capillary array installation, polymer loading and spatial calibration.  Training also includes performance of the functional testing, data analysis and basic troubleshooting.  Great pipetting skills are required.  Please allow 6-9 months to become fully trained as Xterminator and SAM solution are manufactured less frequently."
CUR-LSG-BED-QC-0010,BDX Particle Size (Bedford QC),BED,,,No,Yes,"Training includes R&A of PROC, S3500 PARTICLE SIZE ANALYSIS and hands on OJT.  OJT will include an introduction to the Microtrac S3500 particle size analyzer/software.  Training also includes proper instrument preparation/shut down, sample preparation, testing, data printout and basic data interpretation.  Please allow 6-9 months to become fully trained as Xterminator and SAM solution are manufactured less frequently."
CUR-LSG-BED-QC-0011,BDX PASA UV (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0012,"BDX PASA, PAO & PCH Capacity (Bedford QC)",BED,,,No,Yes,
CUR-LSG-BED-QC-0013,BED/CHM Raw Material Inspection (Bedford QC),BED,,,No,Yes,"Training will cover the QC inspection process of raw materials at the Bedford facilities (2P and 35W). An overview of how raw materials are inspected, sampled, tested, and dispositioned will be provided."
CUR-LSG-BED-QC-0014,Bioburden and Endotoxin Sampling (Bedford QC),BED,,,No,Yes,"This role will require an R&A for Contract Laboratory Testing (BED3172) an R&A for Bioburden and Endotoxin Sampling for POROS Resins & Tropix Synthesis Polymers (100075299). A LI will cover the sampling process.  OJT will include preparing media, sampling plan, performing bioburden and endotoxin sampling aseptically using a laminar flow hood, and clean-up."
CUR-LSG-BED-QC-0015,Bioburden for RODI Water (Bedford QC),BED,,,No,Yes,"This training will cover how QC performs bioburden testing using the Milliflex Pump on RODI water samples taken from the water loops at the Bedford and Framingham Sites as well as verification of incubator temperature by thermometer.  An over view of how the samples are processed, how the data is collected, and what to do if the samples have microbial growth will be provided."
CUR-LSG-BED-QC-0016,Biotest Ligand Density Testing (Bedford QC),BED,,,No,Yes,*Include slurry percentage determination procedure training
CUR-LSG-BED-QC-0017,Buffer Prep (Bedford QC),BED,,,No,Yes,Training to cover scope of any buffer required to be made for testing
CUR-LSG-BED-QC-0018,Ceric Sulfate LOD & Acid Conc. (Bedford QC),BED,,,No,Yes,Assign Loss on Drying-OHAUS Balance and pH/Conductivity training roles as pre-reqs to be completed prior/before. Method of measuring loss on drying and sulfuric acid concentration using the moisture balance and conductivity meter.
CUR-LSG-BED-QC-0019,Ceric Sulfate Solubility (Bedford QC),BED,,,No,Yes,"This training will cover the solubility test on the incoming raw material ceric sulfate per 4482667.  This procedure is a two day process.  On the first day, the samples will be prepared, dissolved, filtered, and then placed in the oven for drying.  On the second day, the weight and percentage of insoluble ceric sulfate will be determined.  An overview of the equipment used for the procedure will be provided."
CUR-LSG-BED-QC-0020,CERIUM TITRATION (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0021,Calibration of QC Balances (Bedford QC),BED,,,No,Yes,"The SOP is intended to be used by QC personnel as a read and acknowledgment procedure and OJT to ensure appropriate daily and monthly calibration checks of Quality Control balances. This training applies to all employees that use the balances, including moisture balances."
CUR-LSG-BED-QC-0022,Determination of MEHQ by UHPLC (Bedford QC),BED,,,No,Yes,"There are three phases of training process: Observation, Practice and Qualification phases.

Observation Phase: Trainer performs the test method (100102422 Rev.A) N=1 with the trainee observing. This include the following steps:


	Perform the System Operating Conditions
	Prepare blanks, standards, and APTAC samples described in the test method
	Set up the sequence
	Print out the report results
	Results must meet all suitability criteria defined in the test method.



Practice Phase: The trainee practices the execution of SOP (100102422 Rev.A) method test N=1/or 2 with the trainer observing. Trainee will execute all the steps performed by trainer during the Observation phase using training samples


	Print out the report results
	Results must meet all suitability criteria defined in the method
	Results will be analyzed by the trainer to ensure the result do not differ from the observed execution before proceeding to the qualification phase



Qualification Phase: The trainee demonstrates sufficient knowledge and expertise to independently perform an N=1/or
N=2 method executions as defined in the Practice Phase above.


	Results will be analyzed by the trainer to ensure the results do not differ from the observed execution and the individual execution greater than method variability allows."
CUR-LSG-BED-QC-0024,Endotoxin Testing (Bedford QC),BED,,,No,Yes,"Training will include an R&A of Endotoxin Testing for RODI Water and POROS (BED3069) and OJT. OJT includes resin prep/dilution, instrument set up and operation, and data retrieval/analysis."
CUR-LSG-BED-QC-0025,EXTRACTABLE TESTING (Bedford QC),BED,,,No,Yes,"""R&A of Extractable Testing (BED3311) and OJT. OJT includes Day 1: oil bath and moisture balance operation, sample preparation, and starting the extraction. Day 2: sample preparation, rotovap operation, and data analysis.
Loss on drying should be co-requisite or otherwise able to be assigned at the same time. Training for extractables includes training with moisture balance (assign training unless previously trained)."""
CUR-LSG-BED-QC-0026,Final Data Review (Bedford QC),BED,,,No,Yes,"""Review data & deviation sheets, QM transfer check, SAP transactions, lock out, tier board tracker
Final data review is for the entire QC batch record when all the testing is completed and needs final review on the ZQMS."""
CUR-LSG-BED-QC-0027,FT-IR ANALYSIS (Bedford QC),BED,,,No,Yes,Assign appropriate 'Loss on Drying' training role as co-requisite. Training should cover the operation of the Nicolet Fourier Transformation Infrared Spectrometer (FT-IR) for analysis POROS Media and Raw Materials.
CUR-LSG-BED-QC-0028,"GLASSWARE CLEANING, QC (Bedford QC)",BED,,,No,Yes,This is to include solution make-up and cleaning requirements for the various labware.
CUR-LSG-BED-QC-0029,HACH 2100Q Turbidimeter (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0030,Introduction to HPLC Instruments (Bedford QC),BED,,,No,Yes,Training consists of watching informative videos on instruments used in work center and quiz to confirm completion.
CUR-LSG-BED-QC-0031,LOSS ON DRYING - OHAUS Balance (Bedford QC),BED,,,No,Yes,"Training should cover the operation of the Ohaus Moisture MB balances for measurement of volatile contents, in POROS Resins. This includes navigation and recipe selection as well as testing procedures. This model is currently only used at Bedford location."
CUR-LSG-BED-QC-0033,MFG - Intro to QC In-Process Testing (Bedford QC),BED,,,No,Yes,Basic information for all MFG techs that will be training to any in-process testing
CUR-LSG-BED-QC-0034,MFG Data Review for In-Process Testing (Bedford QC),BED,,,No,Yes,"Training consists of general review principles. Supervisors can be trained on the review without the requirement for individual testing OJT sign-off . Operators performing the review still required to complete testing training before data review permissions for specific test results. Trainer should go over: *GDP review, review of specifications against the manufacturing batch record requirements & general documents."
CUR-LSG-BED-QC-0035,MFG In-Process Coulter Mode (Bedford QC),BED,,,No,Yes,"Training should include:


	Operation of Multisizer 4E
	Buffer preparation- 0.9% NaCl and 8.3% NaCl
	Run coulter mode samples
	Data reporting"
CUR-LSG-BED-QC-0036,MFG In-Process Coulter N%<20 (Bedford QC),BED,,,No,Yes,"Training should include:
1. Operation of Multisizer 4E
2. Buffer preparation- 0.9% NaCl
3. Run coulter N%<20 samples
4. Data reporting"
CUR-LSG-BED-QC-0037,MFG In-Process Coulter Sonication (Bedford QC),BED,,,No,Yes,"Training should include:
1. Operation of Multisizer 4E
2. Buffer preparation- 0.9% NaCl
3. Run coulter sonication samples
4. Data reporting"
CUR-LSG-BED-QC-0038,MFG Refractive Index for In-Process Samples (Bedford QC),BED,,,No,Yes,"RI for In Process Samples. a. Train to BED3050 i. Perform Daily Water Verification ii. Determine which type of sample it is per the MFG batch record/sample submission sheet in order to determine which form to use iii. Complete RI Testing (specific to the form determined) iv. Process Results on the specific form for the sample v. Train on in-process samples (at minimum train on the following types of samples PEI, GTMAC,AMPSA)"
CUR-LSG-BED-QC-0039,NMR Testing,BED,,,No,Yes,"This training is specific to the raw material Tri-n-Pentylamine.  Training will cover how the material is sampled for retain, and how samples will be prepared and sent out for NMR Testing for investigative purposes per T7542.  An overview of the NMR software used for analysis will be provided."
CUR-LSG-BED-QC-0040,Out Of Service Instruments (Bedford QC),BED,,,No,Yes,Read procedures for action to take when instrument is out of service per Supervisor advisement
CUR-LSG-BED-QC-0041,pH/Conductivity (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0042,POROS % Solids (Bedford QC),BED,,,No,Yes,**Assign with appropriate training role for OHAUS Moisture Balance
CUR-LSG-BED-QC-0043,POROS 100ml Process Scale Fines/Percent Solids (Bedford QC),BED,,,No,Yes,"Assign with HACH 2100Q Turbidimeter training if not already assigned.  The OJT includes training for slurry concentration testing using the moisture balance.  It also includes sample preparation, filtration, and filtrate collection.  This training relates to the 100mL scale."
CUR-LSG-BED-QC-0044,POROS 1L Process Scale Fines/Packed Bed Height,BED,,,No,Yes,Assign with HACH 2100Q Turbidimeter training if not already assigned. Turbidimeter training requires sign off prior to PSF training. This training relates to the 1L scale.
CUR-LSG-BED-QC-0045,POROS A ELISA Test (Bedford QC),BED,,,No,Yes,*Assign training roles 'POROS BioCad HPLC' & 'UV Testing' as Co-requisites
CUR-LSG-BED-QC-0047,POROS AAV CDI Density (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0048,POROS AAV ID - U3000 HPLC (Bedford QC),BED,,,No,Yes,Training to cover operation of the U3000 HPLC for peptide mapping of AAV tryptic digests.
CUR-LSG-BED-QC-0049,POROS AAV Specificity (Bedford QC),BED,,,No,Yes,**Must assign POROS Nanodrop training role at same time (co-req)
CUR-LSG-BED-QC-0050,POROS AAV Stability (Bedford QC),BED,,,No,Yes,"*Assign training role UV Protein Concentration & POROS AKTA PURE HPLC as co-requisites
Training to cover the following testing:


	low pH ionic capacity
	high pH ionic capacity
	protein separation
	dynamic binding capacity"
CUR-LSG-BED-QC-0051,POROS Functional Testing on AKTA Pure (Bedford QC),BED,,,No,Yes,"Training to cover AEX50, HS and HE functional testing"
CUR-LSG-BED-QC-0052,POROS Functional Testing on AKTA Purifier (Bedford QC),BED,,,No,Yes,"Training to cover Moderna, XQ, A, HIC, XS, FCXP Functional testing"
CUR-LSG-BED-QC-0053,POROS AKTA PURE HPLC (Bedford QC),BED,,,No,Yes,"R&A of Flow Rate Determination (BED3157), AKTA Pure Operation (100025400), and OJT. OJT includes system preparation, test specific buffer and sample preparation, system set up, calibration and system checks, data analysis, and system break-down/cleaning. Assign as co-req for all tests run on system."
CUR-LSG-BED-QC-0054,POROS AKTA PURIFIER HPLC (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0055,POROS Analytical Management (Bedford QC),BED,,,No,Yes,This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.
CUR-LSG-BED-QC-0056,POROS Functional Testing on Biocad (Bedford QC),BED,,,No,Yes,"*Assign training role POROS BioCad HPLC as co-requisite. Training to cover Anion, HS, R10, R3, Oligomer lysozyme binding and R Separations testing."
CUR-LSG-BED-QC-0057,POROS Bioburden Determination (Bedford QC),BED,,,No,Yes,"This training will cover how the bioburden testing results for POROS resins and Tropix Polymers are obtained from contract labs, how the results are interpreted, and then how they are recorded in Form 100075200 and in SAP-QM."
CUR-LSG-BED-QC-0058,POROS BioCad HPLC (Bedford QC),BED,,,No,Yes,"R&A of Biocad Operation (BED7120), Flow Rate Determination (BED3157), Maintenance & Calibration/Biocad System (BED7016), and OJT. OJT includes system preparation, test specific buffer and sample preparation, system set up, calibrations and system checks, data analysis, and system break-down/cleaning. Assign as a co-req for all tests run on system."
CUR-LSG-BED-QC-0059,POROS Caprylate Functional Testing (Bedford QC),BED,,31/Dec/2017 07:00 PM America/Indianapolis,No,Yes,Training will cover preparation of columns and buffers for POROS caprylate functional testing and demonstration of proficiency in the MMCEX Exchange Capacity Method and MMCEX Dynamic Binding Capacity Method.  Training will cover hands analysis of the resin using an AKTA Pure as well as interpretation and reporting of results.
CUR-LSG-BED-QC-0060,POROS Column Packing (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0061,POROS Coulter Particle Size (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0062,POROS Coulter Verification (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0063,POROS HPLC Management (Bedford QC),BED,,,No,Yes,This training role is to provide Supervisory staff high level training of applicable tests and procedures under their guidance (R&A only). Completing role does not give clearance to execute procedures without further assignment/completion of related OJT.
CUR-LSG-BED-QC-0064,POROS HPLC Testing Overview (Bedford QC),BED,,,No,Yes,Area Supervisor to conduct training with new hires for HPLC team
CUR-LSG-BED-QC-0065,POROS in NaOH Titration Testing (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0066,POROS Nanodrop (Bedford QC),BED,,,No,Yes,"Training should cover the micro-volume UV instrument operation, calibration and analysis of a wide variety of analytes, including POROS Affinity resin."
CUR-LSG-BED-QC-0067,POROS QC Overview (Bedford QC),BED,,,No,Yes,Area Supervisor to conduct classroom training
CUR-LSG-BED-QC-0068,POROS SEDIMENTATION FINES (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0069,POROS XQ APTAC Turbidity (Bedford QC),BED,,,No,Yes,
CUR-LSG-BED-QC-0070,POROS XQ MEHQ Analysis (Bedford QC),BED,,,No,Yes,"R&A of MEHQ Level in DMAP or APTAC by HPLC (4483113); Form, MEHQ Level in DMAP/APTAC by HPLC; and OJT. OJT includes buffer preparation, sample and standard preparation, system set up, and data analysis."
CUR-LSG-BED-QC-0072,Porosimetry - Autopore Testing & Analysis (Bedford QC),BED,,,No,Yes,"The OJT will include sample preparations, run preparation, starting and monitoring an analysis, control testing, post run cleaning, data analysis, creation of penetrometer files, and creation of blank files."
CUR-LSG-BED-QC-0076,QC Data Review (Bedford QC),BED,,,No,Yes,"Training consists of general review principles. Employee still required to complete testing training before data review permissions for specific test results. Trainer should go over:


	GDP review
	Review of QMs against SAP & general documents
	Data Review checklist"
CUR-LSG-BED-QC-0077,QC New Employee (Bedford QC),BED,,,No,Yes,Basics for all QC new hires.
