Item,Title,Security Domain ID,Assignment Type,Method ID,Source ID,Active,Safety Related,Create Date,Revision Number,Approved,Approval Date,Duration,Credit Hours,CPE Hours,Contact Hours,Description,SKU,Production Ready,Process ID,Approval Required,Initial Period,Initial Number,Initial Basis,Retraining Period,Retraining Number,Retraining Basis,Rating,Course ID
DOC LSG-BED-100040129 (Rev E - 29/Aug/2022 11:00 AM America/Indianapolis),"100040129 PROC,DYNAMIC BINDING CAPACITY AEX50 (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E,No,29-Aug-22,,,,,"This SOP describes the test procedure for dynamic binding capacity on anion exchange batches of POROS HQ50, PI50 and D50 media.The test should be run on all POROS HQ50, PI50 and D50 batches as a part of the QC test protocol to determine batch acceptability (using the appropriate specification sheets). These products can be generalized by referring to them as AEX50 and unless otherwise specified the term AEX50 refers to these 50 Âµm anion exchange products.",SKU-1674827,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100041092 (Rev G - 11/Jul/2024 11:00 AM America/Indianapolis),100041092 POROS OLIGO DT RESIN ACTIVITY ASSAY (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,G,No,11-Jul-24,,,,,This procedure is used by the Quality Control (QC) department to determine the Oligo dA static binding capacity of POROS Oligo dT20 resins,SKU-1674828,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100041093 (Rev E - 26/Jan/2025 07:00 PM America/Indianapolis),"100041093 FORM,POROS OLIGO DT RESIN ACTIVITY ASSAY (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,E,No,26-Jan-25,,,,,POROS Oligo dT Resin Activity Assay Form.  Refer to SOP #100041092 POROS Oligo dT Activity Assay for detailed instructions,SKU-1674829,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100041504 (Rev E00 - 11/Jul/2024 11:00 AM America/Indianapolis),"100041504 UOP,SPECTRAMAX M2 MICROPLATE READER (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E00,No,11-Jul-24,,,,,This SOP details the procedure for QC operating and validating the Molecular Device SPECTRAMAX Microplate Reader which is used by the Quality Control (QC) and Research and Development (R&D) departments to measure absorbance of samples in microplate format.,SKU-1674830,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100041816 (Rev J - 23/Apr/2025 07:00 PM America/Indianapolis),"100041816 PROC, PRINTING & VERIFYING LABELS (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,J,No,23-Apr-25,,,,,Procedure to be completed when printing and verifying labels.,SKU-1674831,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100041945 (Rev D - 21/Oct/2025 07:00 PM America/Indianapolis),100041945 MICROSCAN LVS-9580 BARCODE VERIFIER (PPA MA Sites),BED,REQ,,,Yes,No,7-Apr-25,D,No,21-Oct-25,,,,,"The purpose of this procedure is to describe the set-up, operation and calibration of the Microscan LVS-9580 Barcode Verifier. The equipment is used to verify the print quality and information on 2-Dimensional barcodes used on CE-IVD packaging and RFID labels.",SKU-1674832,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100041947 (Rev E1 - 15/Mar/2023 11:00 AM America/Indianapolis),"100041947 QCM, 3500 POP1 (100041173) (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E1,No,15-Mar-23,,,,,"This document describes the finished product functional test method to test bulk 3500 POP1 Polymer. The test will be performed on four qualified 3500xl Genetic Analyzers equipped with 24-capillary, 36cm arrays. A minimum of 200 runs consisting of 180 sequencing, 15 fragment analysis, and five blank baseline runs will be performed. A single lot of each reagent is preferred however multiple lots could beused if a single lot is not available.",SKU-1674833,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100041996 (Rev B - 05/Nov/2024 10:00 AM America/Indianapolis),"100041996 FORM, POP1 CXO MACRO V0.8 (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,B,No,5-Nov-24,,,,,Form for testing,SKU-1674834,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100041997 (Rev B - 20/Dec/2024 11:00 AM America/Indianapolis),"100041997 FORM, POP1 QCOUNT MACRO V0.8 (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,B,No,19-Dec-24,,,,,Testing form,SKU-1674835,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100042123 (Rev C - 19/Nov/2024 10:00 AM America/Indianapolis),"100042123 PROC,A31925 BOTTLING (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C,No,19-Nov-24,,,,,Batch record for A31925 bottling procedure.,SKU-1674836,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100042938 (Rev A2 - 29/Jun/2023 11:00 AM America/Indianapolis),"100042938 SOP, CDP-STAR W/EMERALD IIID (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,A2,No,29-Jun-23,,,,,This SOP details the qualifying assessment of CDP-Star with Emerald IIID RTU substrate 4400904.This procedure is to be used by qualified Product Test personnel whenever analysis of CDP-Star with Emerald IIID RTU substrate.,SKU-1674837,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100043012 (Rev A1 - 10/Jan/2023 10:00 AM America/Indianapolis),"100043012 UOP, ARTIC A25-SC100 CHILLER (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,A1,No,10-Jan-23,,,,,The purpose of this document is to define the procedure required to operate and clean theThermo Scientific ARCTIC Series Refrigerated/Heated Immersion Bath Circulator/Chiller A25-SC100 (Model No: 152-5258).,SKU-1674838,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100043013 (Rev A1 - 10/Jan/2023 10:00 AM America/Indianapolis),"100043013 UOP, SVAC-4 VACUUM OVEN (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,A1,No,10-Jan-23,,,,,The purpose of this document is to define the procedure required to operate the Sheldon LabsVacuum Oven Model SVAC-4.,SKU-1674839,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100043803 (Rev E00 - 06/May/2024 11:00 AM America/Indianapolis),"100043803 PROC, POROS HIC SEPARATION (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E00,No,6-May-24,,,,,"This SOP describes the procedure for performing a standardized gradient elution protein separation assay on batches of POROS HIC resins (Bulk, POROS Ethyl, Bulk, POROS Benzyl, & Bulk, POROS Benzyl Ultra).This procedure applies whenever the separations assay of a POROS HIC resin is being tested as a part of a QC test protocol to determine batch acceptability (using the appropriate specification sheets).",SKU-1674840,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100043804 (Rev G - 12/Oct/2023 11:00 AM America/Indianapolis),"100043804 PROC, POROS HIC DBC (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,G,No,12-Oct-23,,,,,"This SOP describes the batch test procedure for standard Dynamic Binding Capacity on POROS HIC resins (Bulk, POROS Ethyl, Bulk, POROS Benzyl, & Bulk, POROS Benzyl Ultra).This procedure applies whenever the Dynamic Binding Capacity of a POROS Ethyl, Benzyl and Benzyl Ultra resins are being tested as a part of a QC test protocol to determine batch acceptability (using the appropriate specification sheets).",SKU-1674841,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100044230 (Rev J - 07/Apr/2025 09:00 PM America/Indianapolis),"100044230 FORM, DELTA V CHANGE CONTROL (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,J,No,7-Apr-25,,,,,DELTA V Change Control Form. Reference SOP BED7164,SKU-1674842,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100044273 (Rev U - 16/Dec/2025 07:00 PM America/Indianapolis),"100044273 PROC, SMALL SCALE PACKAGING (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,U,No,16-Dec-25,,,,,Procedure used for Small Scale packaging for POROS and Tropix products,SKU-1674843,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100044634 (Rev B2 - 28/Jul/2023 11:00 AM America/Indianapolis),100044634 HIC Ethyl 500 grams (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B2,No,28-Jul-23,,,,,Batch record for POROS Ethyl 0.5Kg Coating (P/N 100043413),SKU-1674844,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100044764 (Rev E - 19/Dec/2024 10:00 AM America/Indianapolis),"100044764 FORM,POROS AAV UV RT STABILITY (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E,No,19-Dec-24,,,,,POROS AAV UV RT Stability Form.  Reference SOP 100044765,SKU-1674845,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100044765 (Rev D - 19/Dec/2024 10:00 AM America/Indianapolis),"100044765 SOP,POROS AAV QPCR RT STABILITY (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D,No,19-Dec-24,,,,,"This SOP details the procedure for determining the real time stability of POROS AAV resins using a slurry viral particle absorption, elution, and quantification by UV at 260nm.This procedure is used by the Quality Control (QC) department to determine the viral particle specificity of AAV resins.",SKU-1674846,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100044866 (Rev E - 02/Jan/2025 10:00 AM America/Indianapolis),"100044866 UOP, POROS DRYER V-2540 (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E,No,2-Jan-25,,,,,The purpose of this Unit Operating Procedure is to define the steps which must be carried out for the operation and cleaning of the POROS Dryer Vessel (V-2540). This vessel is used to dry POROS media for packaging or further processing.NOTE: POROS DRYER VESSEL V-2540 IS ALSO REFERRED TO AS D-2540. THE TERMS AREINTERCHANGEABLE.This procedure is for the POROS Dryer Vessel (V-2540). Qualified Production personnel will operate and clean this equipment.,SKU-1674847,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100044867 (Rev C - 17/Dec/2024 10:00 AM America/Indianapolis),"100044867 SOP, LO/TO POROS DRYER V-2540 (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C,No,17-Dec-24,,,,,"The purpose of this document is to detail the steps required to perform Lock Out and Tag Out (LO/TO) on the POROS Dryer Vessel (V-2540), in accordance with OSHA 29CFR 1910.147 requirements.All trained production personnel performing any function that requires the use of LO/TO for V-2540 shall utilize this procedure.",SKU-1674848,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100045052 (Rev B - 13/Jan/2026 07:00 PM America/Indianapolis),100045052 POROS EP450 QUALIFICATION (A450) (PPA MA Sites),BED,REQ,,,Yes,No,7-Apr-25,B,No,13-Jan-26,,,,,Batch record for POROS A450 Coupling EP450 Qualification 40 G (P/N 100045898),SKU-1674849,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100045053 (Rev B - 19/Jan/2022 10:00 AM America/Indianapolis),100045053 POROS EP250 QUALIFICATION (A50) (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,19-Jan-22,,,,,Batch Record for POROS A50 Coupling EP250 Qualification 40 G (P/N 100045899),SKU-1674850,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046134 (Rev C - 01/Jan/2024 10:00 AM America/Indianapolis),"100046134 PROC, A31926 BOTTLING (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C,No,1-Jan-24,,,,,Batch record for A31926 Bottling operation.,SKU-1674851,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046622 (Rev D2 - 06/Jan/2022 10:00 AM America/Indianapolis),"100046622 PROC, TROPIX Chemiluminescence QC BUFFER-PREPS (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D2,No,6-Jan-22,,,,,This procedure is to be used by qualified and trained quality control personnel whenever qualification of the following buffers is required.Preparation of 0.10M DEA Buffer (1.00L)Preparation of 0.10M DEA Buffer (5.00L)Preparation of 0.10M DEA Buffer with 20% Glycerol (1.00L)Preparation of 66.66mM TRIZMA/Tris-HCL (100.00mL)Preparation of ALK Storage solution buffer 25mM TRIZMA/Tris and 50% Glycerol (100.00mL),SKU-1674852,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046623 (Rev C - 16/Jan/2024 10:00 AM America/Indianapolis),"100046623 PROC, TROPIX QC-AP REAGTS QUAL (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C,No,16-Jan-24,,,,,This procedure is to be used by qualified and trained quality control personnel whenever qualification of the following buffers/reagents is required.â€¢ 0.10 DEA Buffer (1.00L or 5.00L)â€¢ DEA with 20% Glycerol (1.00 liter)â€¢ Alkaline phosphatase (AP/ALK) enzyme,SKU-1674853,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046624 (Rev D - 13/Feb/2025 07:00 PM America/Indianapolis),"100046624 PROC, TROPIX QC-SUBSTRATE QUAL (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,D,No,13-Feb-25,,,,,This procedure is to be used by qualified and trained quality control personnel whenever qualifying is required.,SKU-1674854,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046625 (Rev D - 13/Feb/2025 07:00 PM America/Indianapolis),"100046625 PROC, TROPIX QC-RTU QUAL (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,D,No,13-Feb-25,,,,,This procedure is to be used by qualified and trained quality control personnel whenever qualifying of RTU products is required.,SKU-1674855,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046626 (Rev C1 - 16/Feb/2023 10:00 AM America/Indianapolis),"100046626 PROC, TROPIX QC-POLYMER QUAL (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C1,No,16-Feb-23,,,,,"To provide details on the qualifying assessment of Tropix polymer products prepared in Bedford, MA.This procedure is to be used by qualified and trained quality control personnel whenever testing of polymer products is required.",SKU-1674856,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046656 (Rev B - 19/Sep/2024 11:00 AM America/Indianapolis),"100046656 PROC, TROPIX MFG STD-100045902 (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,B,No,19-Sep-24,,,,,Batch record for 100045902 New Standard (nSTD) 1000 mL,SKU-1674857,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046657 (Rev B - 30/Mar/2025 07:00 PM America/Indianapolis),"100046657 PROC, TROPIX QC-STD-100045903 (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,B,No,30-Mar-25,,,,,"Batch record for Proc, 100045903 NEW Standard (nSTD) 1000 mL",SKU-1674858,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046658 (Rev C - 30/Mar/2025 07:00 PM America/Indianapolis),"100046658 PROC, TROPIX QC-STD-100045904 (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,C,No,30-Mar-25,,,,,"Batch record for Proc, 100045904 NEW Standard (nSTD) 2000 mL",SKU-1674859,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100046752 (Rev C - 20/Nov/2023 10:00 AM America/Indianapolis),"100046752 PROC, MONARCH CBC PROCESSING (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C,No,20-Nov-23,,,,,Batch record for the Monarch CBC processing.,SKU-1674860,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100047323 (Rev B - 20/Jan/2025 10:00 AM America/Indianapolis),"100047323 UOP, GAS SCRUBBER (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,B,No,20-Jan-25,,,,,To provide details on the operation of the Chemglass gas scrubber apparatus used inmanufacturing operations. This procedure is to be used by qualified and trained manufacturing personnel whenever working with processes that produce acidic gases or vapors with a strong odor.,SKU-1674861,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100047328 (Rev B - 06/Jan/2025 07:00 PM America/Indianapolis),100047328 QUALITY AGREEMENT TEMPLATE (Internal) (PPA MA Sites),BED,REQ,,,Yes,No,7-Apr-25,B,No,6-Jan-25,,,,,Internal Thermo Fisher Scientific Company Quality Agreement between TMO sites (internal suppliers),SKU-1674862,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100047570 (Rev C - 05/Dec/2023 10:00 AM America/Indianapolis),"100047570 PROC, NAOH IN POROS RESIN (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C,No,5-Dec-23,,,,,This SOP describes the procedure for QC to determine the concentration of sodium hydroxide used for POROS resin storage.,SKU-1674863,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100048786 (Rev B - 26/Dec/2023 10:00 AM America/Indianapolis),100048786 OPERATION ACR122U NFC TAG READER/WRITER (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,26-Dec-23,,,,,The purpose of this procedure is to describe the set-up and operation of the Advanced Card Systems(acs) ACR122U-A9 PC-linked contactless smart card reader/writer used for writing to and reading the encoded information onto the Monarch CBC NFC tag.,SKU-1674864,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100048928 (Rev D2 - 28/Jul/2023 11:00 AM America/Indianapolis),100048928 HIC Ethyl 4 Kg (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,D2,No,28-Jul-23,,,,,Batch record for POROS Ethyl 4Kg Coating (P/N 100043413),SKU-1674865,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100048929 (Rev A2 - 28/Jul/2023 11:00 AM America/Indianapolis),100048929 HIC Benzyl 500 grams (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A2,No,28-Jul-23,,,,,Batch record for POROS Benzyl 0.5Kg Coating (P/N 100043414),SKU-1674866,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100048930 (Rev C2 - 28/Jul/2023 11:00 AM America/Indianapolis),100048930 HIC Benzyl 4 Kg (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,C2,No,28-Jul-23,,,,,Batch record for POROS Benzyl 4Kg Coating (P/N 100043414),SKU-1674867,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100048931 (Rev A2 - 28/Jul/2023 11:00 AM America/Indianapolis),100048931 HIC Benzyl Ultra 500 grams (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,A2,No,28-Jul-23,,,,,Batch record for POROS Benzyl Ultra 0.5Kg coating (P/N 100043415),SKU-1674868,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100049313 (Rev F - 29/Jul/2024 11:00 AM America/Indianapolis),100049313 BEDFORD TRAINING REQUIREMENTS (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,F,No,29-Jul-24,,,,,"The purpose of this procedure is to describe the steps that must be carried out in the training of employees at the Bedford and Framingham, MA facilities.",SKU-1674869,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100054695 (Rev G2 - 28/Jul/2023 11:00 AM America/Indianapolis),"100054695 PROC, ODT150 2.5 KG COATING (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,G2,No,28-Jul-23,,,,,Batch record for POROS Oligo dT150 2.5Kg Coating,SKU-1674870,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100054703 (Rev B - 03/Aug/2023 11:00 AM America/Indianapolis),100054703 PROTEIN CONCENTRATION USING NANO DROP (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,B,No,3-Aug-23,,,,,This SOP details the procedure for operating of the NanoDrop 2000C Spectrophotometer for use in determining protein concentrations of solutions used for functional testing of HIC resins. .This procedure is used by the Quality Control (QC) and Research and Development (R&D)departments to measure absorbance of samples.,SKU-1674871,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100054704 (Rev A1 - 19/Dec/2022 10:00 AM America/Indianapolis),"100054704 FORM, HIC PROTEIN CONCENTRATION (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,A1,No,19-Dec-22,,,,,Refer to SOP 100054703.,SKU-1674872,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100054916 (Rev B - 16/Dec/2025 07:00 PM America/Indianapolis),"100054916 FORM, HIC PROTEIN DILUTION (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,B,No,11-Dec-25,,,,,Use in conjunction with form 100054704. Refer to SOP 100054703.,SKU-1674873,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100058489 (Rev E00 - 13/May/2024 11:00 AM America/Indianapolis),"100058489 PROC, NEW RAW MATERIAL CREATION (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E00,No,13-May-24,,,,,"To provide instructions on new raw material creation for both chemicals and components used in the manufacturing of intermediates or finished good products, via the AGILE ECO Lower Level Part process.",SKU-1674874,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100058763 (Rev D - 20/Nov/2024 10:00 AM America/Indianapolis),"100058763 PROC, QC LAB CLEANING - 2P (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D,No,20-Nov-24,,,,,"The purpose of this Standard Operating Procedure (SOP) is to define the cleaning procedures and materials used for cleaning the Quality Control areas in the facility at 2 Preston Court, Bedford, MA.The procedures detailed in this SOP are limited to the manufacturing areas located at 2 Preston Court. This should be used in conjunction with BED 7015. This procedure details the minimum cleaning activities. Other cleaning operations may be required by specific SOPs. The cleaning agents referenced in this procedure do not come in contact with manufactured product.",SKU-1674875,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-100058764 (Rev C - 13/Feb/2025 07:00 PM America/Indianapolis),"100058764 FORM, QC LAB CLEANING - 2P (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,C,No,13-Feb-25,,,,,Refer to SOP 100058763,SKU-1674876,Y,,No,Days,28,Event,,,,,
